"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"19.07.2023","132,00","131,00","131,00","131,00","0,02K","-1,75%"
"18.07.2023","134,35","134,35","134,35","134,35","0,01K","2,48%"
"17.07.2023","131,10","131,10","131,10","131,10","0,01K","-0,42%"
"14.07.2023","131,65","131,65","131,65","131,65","0,03K","2,85%"
"13.07.2023","128,00","128,00","128,00","128,00","0,02K","-0,81%"
"12.07.2023","129,05","129,05","129,05","129,05","","-1,49%"
"11.07.2023","131,00","131,00","131,00","131,00","0,01K","-2,02%"
"10.07.2023","133,70","133,70","133,70","133,70","","-3,12%"
"07.07.2023","138,00","138,00","138,00","138,00","","-1,18%"
"06.07.2023","139,65","140,00","140,00","140,00","","-3,56%"
"05.07.2023","144,80","144,80","144,80","144,80","0,03K","1,15%"
"04.07.2023","143,15","142,50","142,50","142,50","0,15K","-3,31%"
"03.07.2023","148,05","145,00","145,00","145,00","0,02K","15,62%"
"30.06.2023","128,05","128,05","128,05","128,05","","0,12%"
"29.06.2023","127,90","127,90","127,90","127,90","","0,00%"
"28.06.2023","127,90","127,90","127,90","127,90","","0,00%"
"27.06.2023","127,90","127,90","127,90","127,90","","1,91%"
"26.06.2023","125,50","125,50","125,50","125,50","","0,00%"
"23.06.2023","125,50","125,50","125,50","125,50","","-0,20%"
"22.06.2023","125,75","125,75","125,75","125,75","","1,29%"
"21.06.2023","124,15","124,15","124,15","124,15","0,01K","-1,90%"
"20.06.2023","126,55","126,55","126,55","126,55","0,02K","-1,40%"
"19.06.2023","128,35","128,35","128,35","128,35","","-0,08%"
"16.06.2023","128,45","128,45","128,45","128,45","0,03K","-5,52%"
"15.06.2023","135,95","135,95","135,95","135,95","","2,99%"
"14.06.2023","132,00","132,00","132,00","132,00","","-0,19%"
"13.06.2023","132,25","132,25","132,25","132,25","0,05K","-1,31%"
"12.06.2023","134,00","134,00","134,00","134,00","","-1,25%"
"09.06.2023","135,70","135,70","135,70","135,70","0,01K","-0,40%"
"08.06.2023","136,25","136,25","136,25","136,25","","0,18%"
"07.06.2023","136,00","136,00","136,00","136,00","","1,15%"
"06.06.2023","134,45","134,45","134,45","134,45","0,04K","-2,40%"
"05.06.2023","137,75","137,75","137,75","137,75","","5,15%"
"02.06.2023","131,00","131,00","131,00","131,00","0,02K","0,65%"
"01.06.2023","130,15","130,15","130,15","130,15","0,01K","-3,59%"
"31.05.2023","135,00","138,00","138,00","138,00","0,01K","-0,07%"
"30.05.2023","135,10","135,10","135,10","135,10","","-3,95%"
"29.05.2023","140,65","140,65","140,65","140,65","","-12,09%"
"26.05.2023","160,00","160,00","160,00","160,00","","0,00%"
"25.05.2023","160,00","160,00","160,00","160,00","","-0,16%"
"24.05.2023","160,25","160,25","160,25","160,25","0,00K","0,16%"
"23.05.2023","160,00","160,00","160,00","160,00","","-0,22%"
"22.05.2023","160,35","160,35","160,35","160,35","","-1,17%"
"19.05.2023","162,25","162,25","162,25","162,25","","1,82%"
"18.05.2023","159,35","159,35","159,35","159,35","0,03K","-3,57%"
"17.05.2023","165,25","165,25","165,25","165,25","0,01K","0,89%"
"16.05.2023","163,80","163,80","163,80","163,80","0,01K","0,03%"
"15.05.2023","163,75","163,75","163,75","163,75","0,02K","-0,70%"
"12.05.2023","164,90","166,50","166,50","166,50","0,09K","1,17%"
"11.05.2023","163,00","163,00","163,00","163,00","0,01K","-2,37%"
"10.05.2023","166,95","166,95","166,95","166,95","0,01K","-1,21%"
"09.05.2023","169,00","169,00","169,00","169,00","","-0,38%"
"08.05.2023","169,65","169,65","169,65","169,65","","0,00%"
"05.05.2023","169,65","169,65","169,65","169,65","0,01K","-0,59%"
"04.05.2023","170,65","178,20","178,20","178,20","0,06K","-5,51%"
"03.05.2023","180,60","180,60","180,60","180,60","0,01K","-3,71%"
"02.05.2023","187,55","187,55","187,55","187,55","","1,30%"
"01.05.2023","185,15","185,15","185,15","185,15","","-2,40%"
"28.04.2023","189,70","189,70","189,70","189,70","","-0,13%"
"27.04.2023","189,95","189,95","189,95","189,95","","-0,11%"
"26.04.2023","190,15","190,15","190,15","190,15","","0,58%"
"25.04.2023","189,05","189,05","189,05","189,05","","-0,50%"
"24.04.2023","190,00","190,00","190,00","190,00","","-0,18%"
"21.04.2023","190,35","190,35","190,35","190,35","","-0,73%"
"20.04.2023","191,75","191,75","191,75","191,75","0,00K","-0,39%"
"19.04.2023","192,50","192,50","192,50","192,50","0,00K","2,23%"
"18.04.2023","188,30","188,30","188,30","188,30","","0,70%"
"17.04.2023","187,00","187,00","187,00","187,00","0,00K","-0,53%"
"14.04.2023","188,00","188,00","188,00","188,00","0,02K","-1,44%"
"13.04.2023","190,75","190,75","190,75","190,75","","-1,98%"
"12.04.2023","194,60","194,60","194,60","194,60","0,01K","0,23%"
"11.04.2023","194,15","194,15","194,15","194,15","0,01K","0,21%"
"10.04.2023","193,75","193,75","193,75","193,75","","0,00%"
"06.04.2023","193,75","193,75","193,75","193,75","","-2,15%"
"05.04.2023","198,00","198,00","198,00","198,00","0,03K","2,78%"
"04.04.2023","192,65","192,65","192,65","192,65","0,02K","-3,68%"
"03.04.2023","200,00","197,00","198,00","197,00","0,01K","12,83%"
"31.03.2023","177,25","177,25","177,25","177,25","","0,28%"
"30.03.2023","176,75","176,75","176,75","176,75","","0,08%"
"29.03.2023","176,60","176,60","176,60","176,60","","0,06%"
"28.03.2023","176,50","176,50","176,50","176,50","","0,14%"
"27.03.2023","176,25","176,25","176,25","176,25","","0,51%"
"24.03.2023","175,35","175,35","175,35","175,35","","-0,74%"
"23.03.2023","176,65","176,65","176,65","176,65","","0,06%"
"22.03.2023","176,55","176,55","176,55","176,55","","1,47%"
"21.03.2023","174,00","174,00","174,00","174,00","","1,02%"
"20.03.2023","172,25","173,00","173,00","173,00","0,01K","-0,43%"
"17.03.2023","173,00","173,00","173,00","173,00","0,00K","-0,57%"
"16.03.2023","174,00","174,00","174,00","174,00","0,01K","-0,57%"
"15.03.2023","175,00","175,00","178,50","175,00","0,01K","-2,78%"
"14.03.2023","180,00","180,00","180,00","180,00","0,01K","-1,59%"
"13.03.2023","182,90","182,90","182,90","182,90","0,01K","-1,27%"
"10.03.2023","185,25","185,25","185,25","185,25","","2,92%"
"09.03.2023","180,00","180,00","180,00","180,00","","0,28%"
"08.03.2023","179,50","182,00","182,00","182,00","0,00K","0,14%"
"07.03.2023","179,25","181,00","181,00","180,00","0,00K","-1,38%"
"06.03.2023","181,75","182,00","182,00","182,00","0,00K","-3,79%"
"03.03.2023","188,90","187,15","187,15","187,15","0,00K","-2,12%"
"02.03.2023","193,00","193,00","193,00","193,00","0,04K","-0,26%"
"01.03.2023","193,50","192,00","192,00","192,00","0,08K","0,34%"
"28.02.2023","192,85","192,85","192,85","192,85","0,07K","-1,86%"
"27.02.2023","196,50","195,00","197,00","195,00","0,07K","-6,07%"
"24.02.2023","209,20","204,50","204,50","204,50","","-0,43%"
"23.02.2023","210,10","210,10","210,10","210,10","","0,21%"
"22.02.2023","209,65","209,65","209,65","209,65","0,00K","0,55%"
"21.02.2023","208,50","209,00","209,00","209,00","0,03K","1,39%"
"20.02.2023","205,65","205,65","205,65","205,65","","-1,77%"
"17.02.2023","209,35","209,35","209,35","209,35","","-2,17%"
"16.02.2023","214,00","214,00","214,00","214,00","0,03K","-2,68%"
"15.02.2023","219,90","219,90","219,90","219,90","0,01K","0,18%"
"14.02.2023","219,50","219,50","219,50","219,50","0,01K","-0,68%"
"13.02.2023","221,00","221,00","221,00","221,00","","-2,26%"
"10.02.2023","226,10","219,00","219,00","218,00","0,03K","0,27%"
"09.02.2023","225,50","238,00","238,00","225,00","0,03K","-5,79%"
"08.02.2023","239,35","239,35","239,35","239,35","","-6,38%"
"07.02.2023","255,65","257,00","265,00","254,00","0,04K","1,45%"
"06.02.2023","252,00","235,00","235,00","235,00","0,01K","6,78%"
"03.02.2023","236,00","236,00","236,00","236,00","0,01K","-3,54%"
"02.02.2023","244,65","245,00","245,00","245,00","0,01K","-0,95%"
"01.02.2023","247,00","247,00","247,00","247,00","0,03K","-1,89%"
"31.01.2023","251,75","262,00","262,00","262,00","0,03K","-5,13%"
"30.01.2023","265,35","266,00","266,00","262,00","0,01K","-25,90%"
"27.01.2023","358,10","265,00","265,00","265,00","","0,70%"
"26.01.2023","355,60","355,60","355,60","355,60","","0,45%"
"25.01.2023","354,00","354,00","354,00","354,00","0,01K","-1,56%"
"24.01.2023","359,60","359,60","359,60","359,60","0,02K","-0,11%"
"23.01.2023","360,00","360,00","360,00","360,00","0,00K","2,58%"
"20.01.2023","350,95","350,95","350,95","350,95","","-3,45%"
"19.01.2023","363,50","363,50","363,50","363,50","0,00K","-1,22%"
"18.01.2023","368,00","368,00","368,00","368,00","","-0,34%"
"17.01.2023","369,25","369,25","369,25","369,25","0,00K","0,14%"
"16.01.2023","368,75","370,00","370,00","370,00","0,06K","-0,41%"
"13.01.2023","370,25","370,25","370,25","370,25","0,03K","-1,92%"
"12.01.2023","377,50","377,00","377,00","377,00","0,16K","2,03%"
"11.01.2023","370,00","385,00","385,00","380,00","0,12K","-5,24%"
"10.01.2023","390,45","395,00","395,00","393,00","0,05K","-0,86%"
"09.01.2023","393,85","397,00","397,00","395,00","0,13K","-0,58%"
"06.01.2023","396,15","400,00","400,00","400,00","0,03K","-0,34%"
"05.01.2023","397,50","395,00","399,00","395,00","0,09K","0,75%"
"04.01.2023","394,55","390,00","395,00","390,00","0,03K","0,37%"
"03.01.2023","393,10","396,00","396,00","392,00","0,14K","-2,73%"
"30.12.2022","404,15","390,00","390,00","390,00","","0,00%"
"29.12.2022","404,15","404,15","404,15","404,15","","0,51%"
"28.12.2022","402,10","402,50","402,50","402,50","0,00K","0,40%"
"27.12.2022","400,50","400,50","400,50","400,50","","-0,15%"
"23.12.2022","401,10","401,10","401,10","401,10","","0,11%"
"22.12.2022","400,65","400,65","400,65","400,65","","-0,19%"
"21.12.2022","401,40","401,40","401,40","401,40","0,01K","0,34%"
"20.12.2022","400,05","400,05","400,05","400,05","","-0,32%"
"19.12.2022","401,35","401,35","401,35","401,35","","-0,41%"
"16.12.2022","403,00","405,00","405,00","405,00","0,10K","0,27%"
"15.12.2022","401,90","403,00","403,00","403,00","0,01K","-0,52%"
"14.12.2022","404,00","404,00","404,00","404,00","0,04K","-0,12%"
"13.12.2022","404,50","405,00","405,00","405,00","0,02K","1,06%"
"12.12.2022","400,25","401,00","401,00","401,00","0,00K","-0,56%"
"09.12.2022","402,50","405,00","405,00","400,00","0,03K","1,77%"
"08.12.2022","395,50","395,50","395,50","395,50","0,01K","-2,50%"
"07.12.2022","405,65","405,00","405,00","405,00","0,01K","-0,77%"
"06.12.2022","408,80","408,80","408,80","408,80","0,01K","2,07%"
"05.12.2022","400,50","405,00","405,00","400,00","0,01K","2,43%"
"02.12.2022","391,00","391,00","391,00","391,00","","1,56%"
"01.12.2022","385,00","385,00","385,00","385,00","0,01K","-3,39%"
"30.11.2022","398,50","397,00","397,00","397,00","0,06K","2,87%"
"29.11.2022","387,40","390,00","390,00","390,00","0,03K","2,22%"
"28.11.2022","379,00","380,00","380,00","380,00","0,01K","8,47%"
"25.11.2022","349,40","362,00","362,00","362,00","","0,59%"
"24.11.2022","347,35","347,75","347,75","347,75","0,01K","0,26%"
"23.11.2022","346,45","346,45","346,45","346,45","","-0,20%"
"22.11.2022","347,15","347,15","347,15","347,15","","-1,10%"
"21.11.2022","351,00","351,00","351,00","351,00","","2,20%"
"18.11.2022","343,45","343,45","343,45","343,45","0,01K","2,64%"
"17.11.2022","334,60","334,60","334,60","334,60","0,02K","0,62%"
"16.11.2022","332,55","332,55","332,55","332,55","0,02K","-2,48%"
"15.11.2022","341,00","341,00","341,00","341,00","0,01K","3,22%"
"14.11.2022","330,35","330,35","330,35","330,35","","1,09%"
"11.11.2022","326,80","326,80","326,80","326,80","0,01K","0,79%"
"10.11.2022","324,25","325,00","325,00","325,00","0,03K","-0,15%"
"09.11.2022","324,75","329,00","330,00","329,00","0,05K","-4,20%"
"08.11.2022","339,00","340,00","340,00","338,50","0,04K","-1,71%"
"07.11.2022","344,90","347,00","347,00","345,00","0,11K","-1,32%"
"04.11.2022","349,50","349,50","349,50","349,50","0,02K","-0,43%"
"03.11.2022","351,00","354,00","354,00","354,00","0,06K","-2,77%"
"02.11.2022","361,00","361,00","361,00","361,00","","0,56%"
"01.11.2022","359,00","359,00","359,00","359,00","0,07K","0,76%"
"31.10.2022","356,30","362,50","362,50","355,50","0,01K","-7,62%"
"28.10.2022","385,70","385,70","385,70","385,70","","0,03%"
"27.10.2022","385,60","385,60","385,60","385,60","","-0,23%"
"26.10.2022","386,50","386,50","386,50","386,50","0,03K","-0,43%"
"25.10.2022","388,15","388,15","388,15","388,15","0,06K","-0,47%"
"24.10.2022","390,00","390,00","390,00","390,00","","0,00%"
"21.10.2022","390,00","390,00","390,00","390,00","","-0,50%"
"20.10.2022","391,95","391,95","391,95","391,95","0,01K","0,24%"
"19.10.2022","391,00","391,00","391,00","391,00","0,01K","0,81%"
"18.10.2022","387,85","387,85","387,85","387,85","0,01K","-1,10%"
"17.10.2022","392,15","392,15","392,15","392,15","","-0,09%"
"14.10.2022","392,50","392,50","392,50","392,50","0,01K","-0,25%"
"13.10.2022","393,50","397,00","397,00","397,00","0,02K","-2,36%"
"12.10.2022","403,00","405,00","405,00","405,00","0,04K","3,03%"
"11.10.2022","391,15","391,15","391,15","391,15","0,04K","1,20%"
"10.10.2022","386,50","386,50","386,50","386,50","0,01K","0,18%"
"07.10.2022","385,80","385,00","385,00","385,00","0,02K","-3,55%"
"06.10.2022","400,00","400,00","400,00","400,00","0,09K","0,95%"
"05.10.2022","396,25","396,25","396,25","396,25","0,01K","-1,92%"
"04.10.2022","404,00","404,00","404,00","404,00","0,01K","0,62%"
"03.10.2022","401,50","399,00","399,00","399,00","0,07K","-7,42%"
"30.09.2022","433,70","433,70","433,70","433,70","","-0,47%"
"29.09.2022","435,75","435,75","435,75","435,75","","-0,06%"
"28.09.2022","436,00","436,00","436,00","436,00","","-0,38%"
"27.09.2022","437,65","437,65","437,65","437,65","","-0,08%"
"26.09.2022","438,00","438,00","438,00","438,00","","0,64%"
"23.09.2022","435,20","435,20","435,20","435,20","","-0,10%"
"22.09.2022","435,65","435,65","435,65","435,65","0,00K","-1,99%"
"21.09.2022","444,50","440,00","440,00","440,00","0,02K","0,73%"
"20.09.2022","441,30","441,30","441,30","441,30","0,01K","0,51%"
"19.09.2022","439,05","439,05","439,05","439,05","","0,01%"
"16.09.2022","439,00","439,00","439,00","439,00","0,00K","-1,46%"
"15.09.2022","445,50","445,50","445,50","445,50","","0,29%"
"14.09.2022","444,20","444,20","444,20","444,20","0,00K","1,10%"
"13.09.2022","439,35","436,50","438,00","436,50","0,03K","0,42%"
"12.09.2022","437,50","437,00","437,00","436,00","0,04K","0,52%"
"09.09.2022","435,25","435,25","435,25","435,25","","-1,16%"
"08.09.2022","440,35","430,00","440,00","430,00","0,02K","0,31%"
"07.09.2022","439,00","439,00","439,00","439,00","0,02K","-2,50%"
"06.09.2022","450,25","450,25","450,25","450,25","0,00K","-1,65%"
"05.09.2022","457,80","457,80","457,80","457,80","0,01K","5,24%"
"02.09.2022","435,00","435,00","435,00","435,00","","1,79%"
"01.09.2022","427,35","427,35","427,35","427,35","","0,55%"
"31.08.2022","425,00","425,00","425,00","425,00","","2,52%"
"30.08.2022","414,55","414,55","414,55","414,55","0,01K","-1,94%"
"29.08.2022","422,75","422,75","422,75","422,75","","1,28%"
"26.08.2022","417,40","417,40","417,40","417,40","","-0,02%"
"25.08.2022","417,50","417,50","417,50","417,50","","1,19%"
"24.08.2022","412,60","412,60","412,60","412,60","","-1,20%"
"23.08.2022","417,60","417,60","417,60","417,60","","-0,18%"
"22.08.2022","418,35","418,35","418,35","418,35","","0,50%"
"19.08.2022","416,25","416,25","416,25","416,25","","0,57%"
"18.08.2022","413,90","413,90","413,90","413,90","","0,00%"
"17.08.2022","413,90","413,90","413,90","413,90","","2,20%"
"16.08.2022","405,00","405,00","405,00","405,00","","-0,61%"
"15.08.2022","407,50","407,50","407,50","407,50","","-0,04%"
"12.08.2022","407,65","407,65","407,65","407,65","","1,66%"
"11.08.2022","401,00","401,00","401,00","401,00","","0,59%"
"10.08.2022","398,65","398,65","398,65","398,65","","3,68%"
"09.08.2022","384,50","384,50","384,50","384,50","","3,64%"
"08.08.2022","371,00","371,00","371,00","371,00","0,02K","2,77%"
"05.08.2022","361,00","361,00","361,00","361,00","0,05K","-6,23%"
"04.08.2022","385,00","390,00","390,00","390,00","0,02K","-2,16%"
"03.08.2022","393,50","393,50","393,50","393,50","0,01K","-2,48%"
"02.08.2022","403,50","403,50","403,50","403,50","","-0,37%"
"01.08.2022","405,00","405,00","405,00","405,00","","-0,71%"
"29.07.2022","407,90","407,90","407,90","407,90","","-0,85%"
"28.07.2022","411,40","411,40","411,40","411,40","","-0,02%"
"27.07.2022","411,50","411,50","411,50","411,50","","-0,60%"
"26.07.2022","414,00","414,00","414,00","414,00","","0,91%"
"25.07.2022","410,25","410,25","410,25","410,25","","0,26%"
"22.07.2022","409,20","409,20","409,20","409,20","","1,44%"
"21.07.2022","403,40","403,40","403,40","403,40","","-1,27%"
"20.07.2022","408,60","408,60","408,60","408,60","","2,24%"
"19.07.2022","399,65","399,00","399,00","399,00","0,00K","0,91%"
"18.07.2022","396,05","396,05","396,05","396,05","0,00K","-2,58%"
"15.07.2022","406,55","410,00","410,00","410,00","0,00K","-2,35%"
"14.07.2022","416,35","415,00","415,00","415,00","0,01K","-3,17%"
"13.07.2022","430,00","432,00","432,00","432,00","0,01K","0,94%"
"12.07.2022","426,00","426,00","426,00","426,00","0,01K","1,67%"
"11.07.2022","419,00","419,00","419,00","419,00","0,00K","1,27%"
"08.07.2022","413,75","411,00","412,00","411,00","0,02K","0,91%"
"07.07.2022","410,00","410,00","410,00","410,00","0,02K","2,58%"
"06.07.2022","399,70","399,70","399,70","399,70","","0,53%"
"05.07.2022","397,60","397,60","397,60","397,60","","0,29%"
"04.07.2022","396,45","396,45","396,45","396,45","0,00K","2,18%"
"01.07.2022","388,00","388,00","388,00","388,00","0,01K","0,53%"
"30.06.2022","385,95","380,00","390,00","380,00","0,01K","1,57%"
"29.06.2022","380,00","389,00","390,00","380,00","0,04K","-3,43%"
"28.06.2022","393,50","385,00","394,00","385,00","0,02K","0,27%"
"27.06.2022","392,45","389,00","395,00","389,00","0,02K","-1,15%"
"24.06.2022","397,00","397,00","397,00","397,00","","-0,13%"
"23.06.2022","397,50","395,00","395,00","395,00","0,01K","1,40%"
"22.06.2022","392,00","392,00","392,00","392,00","","0,51%"
"21.06.2022","390,00","390,00","390,00","390,00","0,01K","-0,70%"
"20.06.2022","392,75","392,75","392,75","392,75","","0,87%"
"17.06.2022","389,35","389,35","389,35","389,35","","0,52%"
"16.06.2022","387,35","395,00","395,00","395,00","0,01K","0,26%"
"15.06.2022","386,35","386,35","386,35","386,35","","0,74%"
"14.06.2022","383,50","383,00","383,00","383,00","0,01K","-1,75%"
"13.06.2022","390,35","390,35","390,35","390,35","0,01K","-0,51%"
"10.06.2022","392,35","394,00","395,00","392,00","0,01K","-0,92%"
"09.06.2022","396,00","400,00","400,00","395,00","0,05K","0,15%"
"08.06.2022","395,40","402,00","402,00","395,00","0,03K","-0,40%"
"07.06.2022","397,00","408,00","408,00","403,00","0,03K","-4,39%"
"06.06.2022","415,25","415,25","415,25","415,25","","0,67%"
"03.06.2022","412,50","412,50","412,50","412,50","","0,00%"
"02.06.2022","412,50","412,50","412,50","412,50","","0,12%"
"01.06.2022","412,00","415,00","418,00","412,00","0,01K","-3,51%"
"31.05.2022","427,00","406,00","428,00","406,00","0,03K","6,48%"
"30.05.2022","401,00","390,00","401,00","390,00","0,06K","-1,39%"
"27.05.2022","406,65","406,65","406,65","406,65","0,00K","0,91%"
"26.05.2022","403,00","403,00","403,00","403,00","0,03K","-0,41%"
"25.05.2022","404,65","400,00","400,00","400,00","0,02K","-0,82%"
"24.05.2022","408,00","408,00","408,00","408,00","0,00K","-1,92%"
"23.05.2022","416,00","416,00","416,00","416,00","","-0,30%"
"20.05.2022","417,25","417,25","417,25","417,25","0,04K","1,25%"
