"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"19.03.2021","92,75","91,50","93,00","91,50","0,02K","1,92%"
"18.03.2021","91,00","91,00","91,00","91,00","0,00K","0,28%"
"17.03.2021","90,75","90,75","90,75","90,75","0,02K","0,28%"
"16.03.2021","90,50","90,50","90,50","90,50","0,03K","0,00%"
"15.03.2021","90,50","90,50","90,50","90,50","0,01K","0,56%"
"12.03.2021","90,00","90,00","90,00","90,00","0,03K","1,12%"
"11.03.2021","89,00","89,00","89,00","89,00","0,00K","0,00%"
"10.03.2021","89,00","89,00","89,00","89,00","0,01K","0,56%"
"09.03.2021","88,50","87,30","89,00","87,30","0,03K","0,57%"
"08.03.2021","88,00","87,50","88,00","87,50","0,00K","0,28%"
"05.03.2021","87,75","88,00","88,00","87,50","0,00K","0,29%"
"04.03.2021","87,50","88,00","88,00","87,50","0,10K","-0,51%"
"03.03.2021","87,95","88,00","88,00","88,00","0,00K","0,51%"
"02.03.2021","87,50","87,50","87,50","87,30","0,08K","2,22%"
"01.03.2021","85,60","84,50","86,00","84,50","0,05K","0,59%"
"26.02.2021","85,10","85,10","85,10","85,10","0,03K","-0,47%"
"25.02.2021","85,50","85,50","85,50","85,50","0,02K","0,00%"
"24.02.2021","85,50","85,50","85,50","85,50","0,01K","0,00%"
"23.02.2021","85,50","85,50","85,50","85,50","0,01K","-0,29%"
"22.02.2021","85,75","85,75","85,75","85,75","0,00K","-0,29%"
"19.02.2021","86,00","86,00","86,00","86,00","0,01K","0,29%"
"18.02.2021","85,75","85,75","85,75","85,75","0,01K","-0,29%"
"17.02.2021","86,00","86,00","86,00","86,00","0,02K","-0,64%"
"16.02.2021","86,55","86,50","86,50","86,50","0,00K","-0,57%"
"15.02.2021","87,05","87,00","87,00","87,00","0,00K","-0,46%"
"12.02.2021","87,45","87,45","87,45","87,45","0,00K","0,06%"
"11.02.2021","87,40","87,40","87,40","87,40","0,13K","-0,23%"
"10.02.2021","87,60","87,60","87,60","87,60","0,01K","0,34%"
"09.02.2021","87,30","87,00","87,00","87,00","0,00K","-0,23%"
"08.02.2021","87,50","87,50","87,50","87,50","0,00K","0,98%"
"05.02.2021","86,65","86,65","86,65","86,65","0,04K","2,67%"
"04.02.2021","84,40","84,25","84,25","84,25","0,03K","0,78%"
"03.02.2021","83,75","85,10","85,10","83,50","0,09K","-1,47%"
"02.02.2021","85,00","85,30","85,30","85,00","0,16K","-0,76%"
"01.02.2021","85,65","89,25","89,25","88,00","0,08K","-0,64%"
"29.01.2021","86,20","86,20","86,20","86,20","","-0,12%"
"28.01.2021","86,30","86,30","86,30","86,30","0,00K","0,12%"
"27.01.2021","86,20","86,25","86,25","86,25","0,02K","0,23%"
"26.01.2021","86,00","86,00","86,00","86,00","0,01K","0,06%"
"25.01.2021","85,95","85,90","85,90","85,90","0,01K","0,06%"
"22.01.2021","85,90","85,90","85,90","85,90","","0,47%"
"21.01.2021","85,50","85,50","85,50","85,50","","0,00%"
"20.01.2021","85,50","85,50","85,50","85,50","0,01K","0,59%"
"19.01.2021","85,00","85,55","85,55","84,75","0,05K","-1,62%"
"18.01.2021","86,40","86,40","86,40","86,40","0,02K","-1,14%"
"15.01.2021","87,40","87,40","87,40","87,40","0,03K","0,17%"
"14.01.2021","87,25","87,25","87,25","87,25","0,01K","-0,06%"
"13.01.2021","87,30","87,30","87,30","87,30","0,06K","0,92%"
"12.01.2021","86,50","86,50","86,50","86,50","0,09K","2,37%"
"11.01.2021","84,50","84,50","84,50","84,50","0,06K","0,24%"
"08.01.2021","84,30","82,75","84,00","82,75","0,03K","4,01%"
"07.01.2021","81,05","79,30","81,00","79,30","0,05K","2,01%"
"06.01.2021","79,45","80,10","80,10","79,50","0,02K","-1,12%"
"05.01.2021","80,35","81,50","81,50","80,50","0,14K","-1,05%"
"04.01.2021","81,20","82,25","82,25","81,25","0,13K","0,87%"
"31.12.2020","80,50","81,30","81,30","80,50","0,02K","-1,35%"
"30.12.2020","81,60","82,50","82,50","81,50","0,08K","-3,09%"
"29.12.2020","84,20","84,50","84,50","84,50","0,03K","-1,35%"
"28.12.2020","85,35","85,35","85,35","85,35","0,04K","6,89%"
"24.12.2020","79,85","79,85","79,85","79,85","","0,00%"
"23.12.2020","79,85","79,85","79,85","79,85","0,01K","-0,19%"
"22.12.2020","80,00","80,00","80,00","80,00","0,03K","0,19%"
"21.12.2020","79,85","79,85","79,85","79,85","0,00K","-0,19%"
"18.12.2020","80,00","80,00","80,00","80,00","0,01K","0,63%"
"17.12.2020","79,50","79,50","79,50","79,50","0,01K","0,32%"
"16.12.2020","79,25","79,25","79,25","79,25","0,03K","-0,31%"
"15.12.2020","79,50","79,50","79,50","79,50","0,01K","0,95%"
"14.12.2020","78,75","78,75","78,75","78,75","0,03K","1,35%"
"11.12.2020","77,70","77,95","77,95","77,95","0,01K","0,26%"
"10.12.2020","77,50","77,00","77,50","77,00","0,02K","1,17%"
"09.12.2020","76,60","76,75","76,85","76,75","0,01K","0,86%"
"08.12.2020","75,95","75,95","75,95","75,95","0,04K","-0,46%"
"07.12.2020","76,30","74,50","76,00","74,50","0,15K","2,76%"
"04.12.2020","74,25","74,25","74,25","74,25","0,01K","0,95%"
"03.12.2020","73,55","72,75","74,00","72,75","0,08K","3,01%"
"02.12.2020","71,40","71,40","71,40","71,40","0,04K","1,93%"
"01.12.2020","70,05","70,05","70,05","70,05","0,01K","-0,36%"
"30.11.2020","70,30","69,00","70,00","69,00","0,02K","10,02%"
"27.11.2020","63,90","63,90","63,90","63,90","0,02K","0,08%"
"26.11.2020","63,85","63,85","63,85","63,85","0,01K","0,16%"
"25.11.2020","63,75","63,75","63,75","63,75","0,02K","0,39%"
"24.11.2020","63,50","63,50","63,50","63,50","0,05K","0,16%"
"23.11.2020","63,40","63,40","63,40","63,40","0,01K","0,08%"
"20.11.2020","63,35","62,75","63,30","62,75","0,04K","1,12%"
"19.11.2020","62,65","62,60","62,65","62,60","0,02K","0,32%"
"18.11.2020","62,45","62,50","62,50","62,50","0,01K","0,08%"
"17.11.2020","62,40","62,30","62,30","62,30","0,01K","0,16%"
"16.11.2020","62,30","62,20","62,30","62,20","0,03K","0,08%"
"13.11.2020","62,25","62,25","62,25","62,25","0,01K","-0,08%"
"12.11.2020","62,30","62,30","62,30","62,30","0,01K","0,00%"
"11.11.2020","62,30","62,30","62,30","62,30","0,01K","0,00%"
"10.11.2020","62,30","62,30","62,30","62,30","0,01K","0,40%"
"09.11.2020","62,05","62,20","62,20","62,20","0,00K","0,65%"
"06.11.2020","61,65","61,50","61,70","61,50","0,09K","0,33%"
"05.11.2020","61,45","61,00","61,50","61,00","0,06K","1,40%"
"04.11.2020","60,60","60,50","60,50","60,50","0,00K","0,08%"
"03.11.2020","60,55","60,00","60,60","60,00","0,01K","1,09%"
"02.11.2020","59,90","59,75","59,75","59,75","0,01K","2,92%"
"30.10.2020","58,20","58,20","58,20","58,20","0,02K","0,00%"
"29.10.2020","58,20","58,20","58,20","58,20","0,02K","0,00%"
"28.10.2020","58,20","58,20","58,20","58,20","0,01K","0,09%"
"27.10.2020","58,15","58,15","58,15","58,15","0,00K","0,26%"
"26.10.2020","58,00","58,05","58,05","58,00","0,01K","0,00%"
"23.10.2020","58,00","58,00","58,00","58,00","0,01K","0,00%"
"22.10.2020","58,00","58,00","58,00","58,00","0,00K","0,43%"
"21.10.2020","57,75","57,70","57,70","57,70","0,00K","-0,09%"
"20.10.2020","57,80","57,50","57,85","57,50","0,01K","0,87%"
"19.10.2020","57,30","57,00","57,40","57,00","0,01K","1,78%"
"16.10.2020","56,30","56,25","56,25","56,25","0,11K","1,08%"
"15.10.2020","55,70","55,40","55,80","55,40","0,04K","0,54%"
"14.10.2020","55,40","55,70","55,70","55,50","0,01K","1,28%"
"13.10.2020","54,70","55,00","55,00","54,35","0,02K","-3,78%"
"12.10.2020","56,85","56,85","56,85","56,85","0,04K","-0,96%"
"09.10.2020","57,40","57,40","57,40","57,40","0,02K","-1,03%"
"08.10.2020","58,00","58,00","58,00","57,90","0,03K","0,00%"
"07.10.2020","58,00","57,95","57,95","57,95","0,00K","-0,17%"
"06.10.2020","58,10","58,10","58,10","58,10","0,01K","0,00%"
"05.10.2020","58,10","58,10","58,10","58,10","0,02K","0,96%"
"02.10.2020","57,55","58,25","58,25","57,60","0,21K","-1,79%"
"01.10.2020","58,60","58,60","58,60","58,60","0,12K","0,00%"
"30.09.2020","58,60","58,50","58,50","58,25","0,17K","-0,09%"
"29.09.2020","58,65","58,65","58,65","58,65","0,03K","-0,59%"
"28.09.2020","59,00","58,75","58,75","58,70","0,07K","11,74%"
"25.09.2020","52,80","52,80","52,80","52,80","0,00K","0,00%"
"24.09.2020","52,80","52,80","52,80","52,80","0,00K","0,09%"
"23.09.2020","52,75","52,75","52,75","52,75","0,05K","0,09%"
"22.09.2020","52,70","52,70","52,75","52,60","0,08K","0,48%"
"21.09.2020","52,45","52,30","52,65","52,30","0,01K","0,77%"
"18.09.2020","52,05","52,10","52,20","52,10","0,01K","0,29%"
"17.09.2020","51,90","51,95","52,10","51,95","0,02K","0,78%"
"16.09.2020","51,50","51,25","51,50","51,25","0,01K","0,98%"
"15.09.2020","51,00","50,75","51,00","50,70","0,01K","0,49%"
"14.09.2020","50,75","50,75","50,75","50,75","0,01K","0,00%"
"11.09.2020","50,75","50,50","51,00","50,40","0,01K","2,01%"
"10.09.2020","49,75","50,00","50,50","50,00","0,01K","1,95%"
"09.09.2020","48,80","48,85","48,85","48,85","0,01K","0,10%"
"08.09.2020","48,75","48,40","48,75","48,40","0,01K","0,52%"
"07.09.2020","48,50","48,50","48,50","48,50","0,00K","-1,02%"
"04.09.2020","49,00","49,40","49,40","49,00","0,01K","-1,41%"
"03.09.2020","49,70","50,25","50,25","49,70","0,01K","-1,78%"
"02.09.2020","50,60","51,00","51,00","50,60","0,03K","-1,56%"
"01.09.2020","51,40","51,50","51,50","51,30","0,01K","-1,06%"
"31.08.2020","51,95","51,50","51,50","51,50","0,01K","4,42%"
"28.08.2020","49,75","49,90","49,90","49,90","0,01K","-0,10%"
"27.08.2020","49,80","49,80","49,80","49,80","0,04K","0,20%"
"26.08.2020","49,70","49,70","49,70","49,70","0,01K","-0,10%"
"25.08.2020","49,75","49,75","49,75","49,75","0,03K","0,10%"
"24.08.2020","49,70","49,70","49,70","49,70","0,01K","-0,20%"
"21.08.2020","49,80","49,80","49,80","49,80","0,02K","-0,60%"
"20.08.2020","50,10","50,10","50,10","50,10","0,03K","-0,30%"
"19.08.2020","50,25","50,25","50,25","50,25","0,03K","-0,40%"
"18.08.2020","50,45","50,45","50,45","50,45","0,01K","0,00%"
"17.08.2020","50,45","50,40","50,40","50,40","0,00K","0,10%"
"14.08.2020","50,40","50,25","50,25","50,25","0,01K","1,00%"
"13.08.2020","49,90","49,85","49,90","49,85","0,00K","0,81%"
"12.08.2020","49,50","49,85","49,85","49,85","0,01K","-0,80%"
"11.08.2020","49,90","49,50","49,50","49,50","0,01K","-1,19%"
"10.08.2020","50,50","50,50","50,50","50,50","0,01K","-1,37%"
"07.08.2020","51,20","51,20","51,20","51,20","0,05K","1,99%"
"06.08.2020","50,20","50,20","50,20","50,20","0,02K","-2,71%"
"05.08.2020","51,60","52,40","52,40","52,00","0,06K","-1,62%"
"04.08.2020","52,45","52,45","52,45","52,45","0,02K","-0,29%"
"03.08.2020","52,60","52,60","52,60","52,60","0,02K","1,25%"
"31.07.2020","51,95","51,95","51,95","51,95","0,00K","0,10%"
"30.07.2020","51,90","51,90","51,90","51,90","0,00K","0,19%"
"29.07.2020","51,80","51,80","51,80","51,80","0,01K","0,00%"
"28.07.2020","51,80","51,80","51,80","51,80","0,03K","-0,86%"
"27.07.2020","52,25","52,25","52,25","52,25","0,01K","0,48%"
"24.07.2020","52,00","52,10","52,10","52,00","0,00K","0,10%"
"23.07.2020","51,95","51,95","51,95","51,95","0,02K","-0,29%"
"22.07.2020","52,10","52,10","52,10","52,10","0,01K","0,10%"
"21.07.2020","52,05","52,30","52,30","52,30","0,01K","0,10%"
"20.07.2020","52,00","52,00","52,00","52,00","0,01K","-0,38%"
"17.07.2020","52,20","52,20","52,25","52,15","0,01K","-0,29%"
"16.07.2020","52,35","52,25","52,25","52,10","0,01K","-0,48%"
"15.07.2020","52,60","52,65","52,65","52,60","0,02K","0,19%"
"14.07.2020","52,50","52,70","52,70","52,70","0,05K","0,57%"
"13.07.2020","52,20","52,25","52,25","52,25","0,05K","-0,38%"
"10.07.2020","52,40","52,40","52,40","52,35","0,02K","0,00%"
"09.07.2020","52,40","52,55","52,55","52,55","0,03K","-0,29%"
"08.07.2020","52,55","52,50","52,50","52,50","0,04K","-0,85%"
"07.07.2020","53,00","53,25","53,25","53,00","0,03K","0,66%"
"06.07.2020","52,65","52,65","52,65","52,60","0,01K","0,38%"
"03.07.2020","52,45","52,50","52,50","52,40","0,03K","-0,29%"
"02.07.2020","52,60","53,00","53,00","52,50","0,06K","1,94%"
"01.07.2020","51,60","51,60","51,60","51,40","0,09K","-1,05%"
"30.06.2020","52,15","52,50","52,50","51,80","0,14K","-1,04%"
"29.06.2020","52,70","52,70","52,70","52,70","0,04K","-1,50%"
"26.06.2020","53,50","53,50","53,50","53,50","0,01K","0,47%"
"25.06.2020","53,25","53,25","53,25","53,25","0,02K","0,76%"
"24.06.2020","52,85","52,85","52,85","52,85","0,01K","-0,28%"
"23.06.2020","53,00","53,00","53,00","53,00","0,02K","-0,19%"
"22.06.2020","53,10","53,10","53,10","53,10","0,01K","0,00%"
"19.06.2020","53,10","53,10","53,10","53,10","0,01K","0,28%"
"18.06.2020","52,95","52,95","52,95","52,95","0,03K","-0,75%"
"17.06.2020","53,35","53,35","53,35","53,35","0,04K","0,00%"
"16.06.2020","53,35","53,35","53,35","53,35","0,01K","-0,09%"
"15.06.2020","53,40","53,40","53,40","53,40","0,00K","0,75%"
"12.06.2020","53,00","53,00","53,00","53,00","0,07K","0,19%"
"11.06.2020","52,90","52,90","52,90","52,90","0,03K","-0,28%"
"10.06.2020","53,05","53,30","53,30","53,00","0,02K","-1,21%"
"09.06.2020","53,70","54,40","54,40","54,00","0,01K","-2,10%"
"08.06.2020","54,85","55,00","55,00","54,90","0,02K","-1,35%"
"05.06.2020","55,60","55,60","55,60","55,60","0,01K","0,72%"
"04.06.2020","55,20","55,50","55,50","55,10","0,09K","-1,08%"
"03.06.2020","55,80","56,00","56,00","55,50","0,05K","0,45%"
"02.06.2020","55,55","55,50","55,50","55,50","0,02K","-0,18%"
"01.06.2020","55,65","55,65","55,65","55,65","0,03K","7,02%"
"29.05.2020","52,00","52,00","52,00","52,00","0,01K","-0,48%"
"28.05.2020","52,25","52,25","52,25","52,25","0,01K","-0,48%"
"27.05.2020","52,50","52,50","52,50","52,50","0,00K","0,19%"
"26.05.2020","52,40","52,40","52,40","52,40","0,01K","0,87%"
"25.05.2020","51,95","51,95","51,95","51,95","","0,00%"
"22.05.2020","51,95","51,95","51,95","51,95","0,01K","0,10%"
"21.05.2020","51,90","51,90","51,90","51,90","0,02K","-0,29%"
"20.05.2020","52,05","52,00","52,00","52,00","0,03K","0,48%"
"19.05.2020","51,80","51,80","51,80","51,80","0,01K","0,78%"
"18.05.2020","51,40","51,40","51,40","51,40","0,01K","0,88%"
"15.05.2020","50,95","51,90","51,90","51,50","0,02K","-1,55%"
"14.05.2020","51,75","52,40","52,40","51,75","0,02K","-1,24%"
"13.05.2020","52,40","52,40","52,40","52,40","0,03K","0,77%"
"12.05.2020","52,00","52,00","52,00","52,00","0,01K","0,58%"
"11.05.2020","51,70","51,70","51,70","51,70","0,01K","1,08%"
"08.05.2020","51,15","51,15","51,15","51,15","","0,00%"
"07.05.2020","51,15","51,30","51,40","51,20","0,01K","-0,10%"
"06.05.2020","51,20","51,00","51,60","50,95","0,06K","1,39%"
"05.05.2020","50,50","50,50","50,50","50,50","0,08K","-0,20%"
"04.05.2020","50,60","50,50","50,50","50,50","0,02K","-1,27%"
"01.05.2020","51,25","51,50","51,50","51,25","0,01K","-2,10%"
"30.04.2020","52,35","52,00","52,00","51,95","0,13K","2,15%"
"29.04.2020","51,25","51,25","51,40","51,00","0,08K","0,00%"
"28.04.2020","51,25","50,50","51,15","50,50","0,09K","1,49%"
"27.04.2020","50,50","50,90","50,90","50,50","0,05K","-17,35%"
"24.04.2020","61,10","61,10","61,10","61,10","0,01K","0,25%"
"23.04.2020","60,95","60,95","60,95","60,95","0,00K","-0,33%"
"22.04.2020","61,15","61,00","61,00","61,00","0,00K","-0,16%"
"21.04.2020","61,25","61,25","61,25","61,25","0,00K","-0,41%"
"20.04.2020","61,50","61,50","61,50","61,50","0,04K","-0,81%"
"17.04.2020","62,00","61,50","61,50","61,50","0,05K","0,16%"
"16.04.2020","61,90","61,90","61,90","61,90","0,03K","-0,56%"
"15.04.2020","62,25","62,40","62,40","62,40","0,00K","-0,80%"
"14.04.2020","62,75","62,75","62,75","62,75","0,01K","-1,34%"
"13.04.2020","63,60","63,60","63,60","63,60","","0,00%"
"09.04.2020","63,60","63,60","63,60","63,60","0,04K","1,52%"
"08.04.2020","62,65","62,65","62,65","62,65","0,07K","-1,80%"
"07.04.2020","63,80","64,50","64,50","64,50","0,02K","-0,55%"
"06.04.2020","64,15","64,15","64,15","64,15","0,01K","-2,88%"
"03.04.2020","66,05","65,60","65,60","65,60","0,07K","-0,23%"
"02.04.2020","66,20","67,00","67,00","65,45","0,12K","-0,75%"
"01.04.2020","66,70","67,25","67,30","67,25","0,10K","-1,69%"
"31.03.2020","67,85","68,60","68,60","67,50","0,27K","-1,67%"
"30.03.2020","69,00","69,00","69,15","69,00","0,07K","3,53%"
"27.03.2020","66,65","66,65","66,65","66,65","0,02K","0,23%"
"26.03.2020","66,50","66,50","66,50","66,50","0,03K","0,23%"
"25.03.2020","66,35","66,20","66,40","66,20","0,01K","-0,23%"
"24.03.2020","66,50","66,50","66,50","66,50","0,00K","0,68%"
"23.03.2020","66,05","66,10","66,10","66,05","0,01K","-0,38%"
"20.03.2020","66,30","66,20","66,25","66,20","0,01K","0,23%"
"19.03.2020","66,15","66,20","66,35","66,10","0,01K","0,08%"
"18.03.2020","66,10","66,05","66,10","66,05","0,03K","0,08%"
"17.03.2020","66,05","66,00","66,00","66,00","0,04K","0,76%"
"16.03.2020","65,55","66,10","66,10","66,00","0,03K","-0,38%"
"13.03.2020","65,80","66,00","66,00","65,90","0,07K","0,61%"
"12.03.2020","65,40","65,10","65,10","65,05","0,03K","-0,38%"
"11.03.2020","65,65","65,35","65,35","65,35","0,02K","0,54%"
"10.03.2020","65,30","65,30","65,35","65,25","0,04K","0,23%"
"09.03.2020","65,15","64,70","65,00","64,60","0,02K","-1,14%"
"06.03.2020","65,90","65,75","66,00","65,75","0,03K","-0,75%"
"05.03.2020","66,40","66,20","66,60","66,20","0,09K","0,99%"
"04.03.2020","65,75","66,00","66,00","65,30","0,18K","-0,68%"
"03.03.2020","66,20","66,05","66,05","66,05","0,08K","-0,23%"
"02.03.2020","66,35","66,25","66,35","66,25","0,02K","-1,56%"
"28.02.2020","67,40","67,40","67,40","67,40","0,01K","-0,74%"
"27.02.2020","67,90","67,90","67,90","67,90","0,02K","0,22%"
"26.02.2020","67,75","67,75","67,75","67,75","0,01K","-0,22%"
"25.02.2020","67,90","67,90","67,90","67,90","0,00K","-0,15%"
"24.02.2020","68,00","68,00","68,00","68,00","0,01K","0,15%"
"21.02.2020","67,90","67,90","67,90","67,90","0,00K","-1,02%"
"20.02.2020","68,60","68,60","68,60","68,60","0,01K","0,59%"
"19.02.2020","68,20","68,30","68,30","68,30","0,01K","-0,29%"
"18.02.2020","68,40","68,60","68,60","68,40","0,03K","-1,01%"
"17.02.2020","69,10","69,10","69,10","69,10","0,01K","-0,50%"
"14.02.2020","69,45","69,45","69,45","69,45","0,00K","0,51%"
"13.02.2020","69,10","69,10","69,10","69,10","0,03K","0,29%"
"12.02.2020","68,90","68,90","68,90","68,90","0,02K","-0,07%"
"11.02.2020","68,95","68,95","68,95","68,95","0,01K","1,25%"
"10.02.2020","68,10","68,10","68,10","68,10","0,02K","-0,58%"
"07.02.2020","68,50","69,50","69,50","68,50","0,07K","-1,72%"
"06.02.2020","69,70","69,35","69,75","69,35","0,20K","0,58%"
"05.02.2020","69,30","69,00","69,50","69,00","0,10K","1,09%"
"04.02.2020","68,55","68,55","68,55","68,55","0,08K","3,39%"
"03.02.2020","66,30","66,30","66,30","66,30","0,01K","-3,21%"
"31.01.2020","68,50","68,50","68,50","68,50","0,01K","-0,22%"
"30.01.2020","68,65","68,65","68,65","68,65","0,01K","0,07%"
"29.01.2020","68,60","68,60","68,60","68,60","0,03K","0,37%"
"28.01.2020","68,35","68,35","68,35","68,35","","-1,09%"
"27.01.2020","69,10","69,10","69,10","69,10","0,01K","0,00%"
"24.01.2020","69,10","69,10","69,10","69,10","0,01K","0,00%"
"23.01.2020","69,10","69,10","69,10","69,10","0,00K","1,77%"
"22.01.2020","67,90","67,90","67,90","67,90","0,00K","-1,67%"
"21.01.2020","69,05","69,05","69,05","69,05","0,01K","-1,22%"
"20.01.2020","69,90","69,90","69,90","69,90","0,01K","-0,14%"
"17.01.2020","70,00","70,00","70,00","70,00","","-0,64%"
"16.01.2020","70,45","70,45","70,45","70,45","0,01K","-0,07%"
"15.01.2020","70,50","70,50","70,50","70,50","0,00K","-0,42%"
"14.01.2020","70,80","70,80","70,80","70,80","0,03K","-2,01%"
"13.01.2020","72,25","72,35","72,35","72,35","0,08K","1,90%"
"10.01.2020","70,90","69,85","71,15","69,85","0,07K","2,83%"
"09.01.2020","68,95","68,95","68,95","68,95","0,25K","2,76%"
"08.01.2020","67,10","67,50","67,50","67,50","0,07K","-0,07%"
"07.01.2020","67,15","67,20","67,20","67,20","0,05K","-0,15%"
"06.01.2020","67,25","67,30","67,30","67,30","0,04K","-0,37%"
"03.01.2020","67,50","67,25","67,50","67,25","0,12K","-0,59%"
"02.01.2020","67,90","67,50","67,50","67,50","0,04K","0,30%"