BMU Type,BMU ID,BMU Fuel Type,BMU GSP Group Id,LOC LAT,LOC LONG,BMU Party ID,Trading Unit,PC Flag,PC Status,Transmission Loss Factor,Generation Capacity,Demand Capacity,Exempt Export Flag,Base TU Flag,FPN Flag
2,2__NANGE002,OTHER,_N,55.4692643045037,-3.73632508690197,Limejump Energy Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,57.026,-17.02,0,1,1
T,T_CRDEW-1,WIND,_N,55.1944176851704,-3.16947541771134,Crossdykes WF Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,23.764,-0.2,0,0,1
T,T_CRDEW-2,WIND,_N,55.1944176851704,-3.16947541771134,Crossdykes WF Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,23.327,-0.2,0,0,1
V,V__NFLEX001,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0096992,0.0,0.0,0,0,1
2,2__NFLEX001,BATTERY,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.010788,49.0,0.0,0,1,1
T,T_WDRGW-1,WIND,_N,55.2747,-4.1786,Windy Rig Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,42.8,-0.76,0,0,1
T,T_DOUGW-1,WIND,_N,55.5745951654664,-3.85707226094901,Erova Energy Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,45.0,-0.532,0,0,1
T,T_AKGLW-3,WIND,_N,55.907521,-2.542623,Aikengall IIA CWC Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,163.4,-1.0,0,0,1
T,T_TWSHW-1,WIND,_N,55.3474484279444,-3.88054021704906,Twentyshilling Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,37.8,-7.324,0,0,1
E,E_BLARW-1,WIND,_N,55.5699682647808,-5.62270151880709,Erova Energy Limited,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,70.0,0.0,1,1,1
2,2__NSTAT001,OTHER,_N,55.4692643045037,-3.73632508690197,Statkraft Markets Gmbh,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,20.0,-2.0,0,1,1
T,T_WHLWB-1,BATTERY,_N,55.6954057451811,-4.17311540787816,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Consumption (C),-0.0096992,50.2,-50.2,0,0,1
T,T_KENNW-1,WIND,_N,55.4909146445575,-3.91668796309892,Kennoxhead Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,60.0,-0.1,0,0,1
2,2__NFLEX003,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX004,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFSEN007,BATTERY,_N,55.4692643045037,-3.73632508690197,F & S Energy Ltd,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,30.674,-29.519,0,1,1
2,2__NFLEX005,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX006,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX007,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NSTAT002,OTHER,_N,55.4692643045037,-3.73632508690197,Statkraft Markets Gmbh,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,20.0,0.0,0,1,1
M,M_CAS-BEU01,NPSHYD,_P,57.44,-4.55,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,91.0,0.0,0,0,1
M,M_CAS-CLU01,NPSHYD,_P,56.7170519422194,-3.77792164677669,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,76.2,0.0,0,0,1
M,M_CAS-CON01,NPSHYD,_P,57.61954413416,-4.83159697976469,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,90.0,0.0,0,0,1
M,M_CAS-GAR01,NPSHYD,_P,57.0632146909121,-5.12392896486729,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.0,0.0,0,0,1
M,M_CAS-KIL01,NPSHYD,_P,56.4902210403779,-4.35869327005366,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,70.0,0.0,0,0,1
M,M_CAS-MOR01,NPSHYD,_P,57.1417865187992,-4.9605628334098,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,74.0,0.0,0,0,1
M,M_SLOY-1,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,50.0,0.0,0,0,1
M,M_SLOY-4,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.0,0.0,0,0,1
T,T_CRUA-1,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,123.0,-134.0,0,0,1
T,T_CRUA-2,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,124.76,-134.0,0,0,1
T,T_CRUA-3,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,100.0,-120.0,0,0,1
T,T_CRUA-4,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,104.0,-120.0,0,0,1
T,T_ERRO-1,NPSHYD,_P,56.7091550005224,-4.00651161630979,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,25.0,0.0,0,0,1
T,T_ERRO-2,NPSHYD,_P,56.7091550005224,-4.00651161630979,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,25.0,0.0,0,0,1
T,T_ERRO-3,NPSHYD,_P,56.7091550005224,-4.00651161630979,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,25.0,0.0,0,0,1
T,T_FASN-1,NPSHYD,_P,57.3259047865696,-4.79433491945011,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,23.0,0.0,0,0,1
T,T_FINL-1,NPSHYD,_P,56.4846213134188,-4.36345243675219,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,16.5,0.0,0,0,1
T,T_FOYE-1,PS,_P,57.2621955179856,-4.48374087025742,SSE Generation Ltd,FOYERS POWER STATION,Dynamic,Production (P),-0.0351173,160.0,-156.0,0,0,1
T,T_FOYE-2,PS,_P,57.2621955179856,-4.48374087025742,SSE Generation Ltd,FOYERS POWER STATION,Dynamic,Production (P),-0.0351173,160.0,-156.0,0,0,1
T,T_NANT-1,NPSHYD,_P,56.3380951653677,-5.21147177642463,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,20.0,0.0,0,0,1
T,T_PEHE-1,CCGT,_P,57.4782331799237,-1.78829496832225,SSE Thermal Generation,Non-TrUnit,Dynamic,Production (P),-0.0351173,1200.0,0.0,0,0,1
T,T_SLOY-2,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.87,0.0,0,0,1
T,T_SLOY-3,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.752,0.0,0,0,1
E,E_GLOFW-1,WIND,_P,57.4101662710119,-2.65022638880399,Glens of Foudland Ltd,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,26.7,-2.0,1,1,1
E,E_FASN-3,NPSHYD,_P,57.3261048539113,-4.79422833118048,SSE Generation Ltd,DEFAULT__P,Production (P),Production (P),-0.0351173,23.53,0.0,1,1,1
T,T_FASN-2,NPSHYD,_P,57.3259047865696,-4.79433491945011,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,23.0,0.0,0,0,1
T,T_FARR-1,WIND,_P,57.342781045029,-4.15925440771523,Smartestenergy Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,92.0,-14.0,1,0,1
T,T_FARR-2,WIND,_P,57.342781045029,-4.15925440771523,Smartestenergy Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,92.0,-14.0,1,0,1
E,E_CLAC-1,NPSHYD,_P,56.2779229532601,-4.92134269786069,SSE Generation Ltd,DEFAULT__P,Production (P),Production (P),-0.0351173,41.41,0.0,1,1,1
T,T_HADHW-1,WIND,_P,55.2510499437337,-4.70652726419515,SSE Renewables Wind Farms,Non-TrUnit,Dynamic,Production (P),-0.0096992,130.0,-66.0,0,0,1
E,E_BETHW-1,WIND,_P,57.800927,-4.329937,SP Renewables (UK) Limited,DEFAULT__P,Production (P),Production (P),-0.0351173,29.75,-5.7,1,1,1
E,E_FASN-4,NPSHYD,_P,57.3261048539113,-4.79422833118048,SSE Generation Ltd,DEFAULT__P,Production (P),Production (P),-0.0351173,8.0,0.0,1,1,1
E,E_BRDUW-1,WIND,_P,56.2779289206536,-4.06224010243241,Erova Energy Limited,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,74.0,-1.0,1,1,1
T,T_KILBW-1,WIND,_P,57.6906800211035,-2.00470292328609,Kilbraur Wind Energy Ltd,Non-TrUnit,Production (P),Production (P),-0.0351173,68.51,-1.0,1,0,1
T,T_MILWW-1,WIND,_P,57.1541089798326,-4.8696476003393,Millennium Wind Energy Ltd,Non-TrUnit,Production (P),Production (P),-0.0351173,65.0,-1.0,1,0,1
T,T_GLNDO-1,NPSHYD,_P,57.1425722533809,-4.64255651595499,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,100.0,-6.0,0,0,1
E,E_CLFLW-1,WIND,_P,56.2872085753864,-4.95500232081201,SP Renewables (UK) Limited,DEFAULT__P,Production (P),Production (P),-0.0351173,15.0,-2.0,1,1,1
T,T_EDINW-1,WIND,_P,57.4099701876226,-6.41799676194226,Vattenfall Wind Power Ltd,Non-TrUnit,Production (P),Production (P),-0.0351173,41.4,-0.34,1,0,1
T,T_ANSUW-1,WIND,_P,56.2191621764841,-5.21965299745438,Statkraft Markets Gmbh,Non-TrUnit,Production (P),Production (P),-0.0351173,19.36,-0.12,1,0,1
T,T_GRIFW-1,WIND,_P,56.576094,-3.73961,Griffin Wind Farm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,102.0,-5.0,0,0,1
T,T_GRIFW-2,WIND,_P,56.576094,-3.73961,Griffin Wind Farm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,102.0,-5.0,0,0,1
E,E_BTUIW-2,WIND,_P,55.5557637875899,-5.57659580342367,SP Renewables (UK) Limited,DEFAULT__P,Production (P),Production (P),-0.0351173,43.7,-2.334,1,1,1
T,T_GORDW-1,WIND,_P,58.1124232249298,-3.92594901889758,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0398132,71.5,-0.1,0,0,1
E,E_HLTWW-1,WIND,_P,57.5001785444562,-3.03322296437631,SP Energy Retail Ltd,DEFAULT__P,Production (P),Production (P),-0.0351173,48.0,-1.0,1,1,1
T,T_CRGHW-1,WIND,_P,56.3470520161371,-5.23912120117055,Statkraft Markets Gmbh,Carraig Gheal,Dynamic,Production (P),-0.0351173,46.0,-0.2,0,0,1
E,E_BABAW-1,WIND,_P,58.568706,-3.676014,Statkraft Markets Gmbh,DEFAULT__P,Production (P),Production (P),-0.0351173,52.5,-1.0,1,1,1
E,E_BRYBW-1,WIND,_P,57.4894916700457,-3.54751464685516,Statkraft Markets Gmbh,DEFAULT__P,Production (P),Production (P),-0.0351173,66.7,-0.321,1,1,1
T,T_LCLTW-1,WIND,_P,57.6956167116826,-4.79293721390949,Eneco Energy Trade,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,69.0,-0.5,1,0,1
E,E_TULWW-2,WIND,_P,56.8339855096625,-2.39290615053581,Eneco Energy Trade,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,25.0,-0.4,1,1,1
2,2__PSTAT001,WIND,_P,57.5226560763992,-3.42105030758673,Statkraft Markets Gmbh,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,42.0,0.0,1,1,1
E,E_GDSTW-1,WIND,_P,57.4362318651052,-2.47406981224972,Mobius Renewables Gen. (GB),DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,12.98,-0.088,1,1,1
2,2__PSTAT002,WIND,_P,56.9649810260858,-2.4857458152743,Statkraft Markets Gmbh,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,76.0,0.0,1,1,1
E,E_CLDRW-1,WIND,_P,57.363367,-2.96384,Vattenfall Energy Trading,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,37.6,-0.349,1,1,1
T,T_STRNW-1,WIND,_P,58.5103132217071,-4.02102406077269,Strathy Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,70.0,-2.0,0,0,1
E,E_MOYEW-1,WIND,_P,57.3899078123167,-4.0654219818228,Eneco Energy Trade,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,60.0,-0.4,1,1,1
T,T_CGTHW-1,WIND,_P,57.186734869327,-4.36755362609915,Corriegarth Wind Energy LTD,Non-TrUnit,Dynamic,Production (P),-0.0351173,69.0,0.0,0,0,1
T,T_DUNGW-1,WIND,_P,57.2401202056123,-4.26847664627098,Dunmaglass Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,100.0,-2.0,0,0,1
E,E_HRHLW-1,WIND,_P,55.3694336868265,-4.11088977583807,SP Renewables (UK) Limited,DEFAULT__N,Production (P),Production (P),-0.0096992,30.0,-2.0,1,1,1
T,T_CRMLW-1,WIND,_P,57.69743413774,-4.79376572974599,EDF Energy Customers Ltd,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,46.8,0.0,1,0,1
T,T_GLWSW-1,WIND,_P,55.5346751477325,-3.92180907874332,GALAWHISTLE WIND FARM,Non-TrUnit,Production (P),Production (P),-0.0096992,55.2,-0.72,1,0,1
T,T_COUWW-1,WIND,_P,55.5696470660306,-5.62439843295753,Cour Wind farm (Scotland),Non-TrUnit,Dynamic,Production (P),-0.0351173,20.5,-0.4,0,0,1
T,T_GNAPW-1,WIND,_P,55.0222906814446,-5.00578186396417,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,22.0,-2.0,0,0,1
T,T_BEINW-1,WIND,_P,57.1165469072517,-4.94725680180648,Beinneun Wind Farm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,108.8,-0.8,0,0,1
T,T_BHLAW-1,WIND,_P,57.217764162988,-4.65859996164017,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,108.0,-6.9,0,0,1
2,2__PPGEN003,WIND,_P,58.4076991208032,-3.27360653845174,E.ON UK plc,DEFAULT__P,Consumption (C),Consumption (C),-0.0261238,50.0,-4.0,1,1,0
E,E_BNWKW-1,WIND,_P,58.3505137940427,-3.20504275508685,Eneco Energy Trade,DEFAULT__P,Production (P),Production (P),-0.0351173,22.5,-0.1,1,1,1
E,E_TULWW-1,WIND,_P,56.8339855096625,-2.39290615053581,Eneco Energy Trade,DEFAULT__P,Production (P),Production (P),-0.0351173,17.0,-0.16,1,1,1
E,E_HYWDW-1,WIND,_P,57.5054071652652,-1.69449613689758,HYWINDSC,DEFAULT__P,Production (P),Production (P),-0.0351173,30.0,-0.803,1,1,1
T,T_ABRBO-1,WIND,_P,57.2229987274446,-1.97265043024244,Aberdeen Offshore Wind Farm,Non-TrUnit,Dynamic,Production (P),-0.0351173,99.0,-2.0,0,0,1
T,T_STLGW-1,WIND,_P,57.1445865616146,-4.64422010775487,Stronelairg Windfarm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,108.0,-2.0,0,0,1
T,T_STLGW-2,WIND,_P,57.1445865616146,-4.64422010775487,Stronelairg Windfarm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,108.0,-2.0,0,0,1
T,T_STLGW-3,WIND,_P,57.1445865616146,-4.64422010775487,Stronelairg Windfarm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,108.0,-2.0,0,0,1
E,E_TLYMW-1,WIND,_P,56.670648,-3.292722,Limejump Energy Limited,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,14.36,-0.16,1,1,1
T,T_DOREW-1,WIND,_P,57.343875,-3.124626,Dorenell Windfarm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,156.92,-3.3,0,0,1
T,T_DOREW-2,WIND,_P,57.343875,-3.124626,Dorenell Windfarm Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,156.92,-3.3,0,0,1
T,T_BEATO-3,WIND,_P,53.8281218548912,-4.46583664187255,Beatrice Offshore Windfarm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,184.0,-3.4,0,0,1
T,T_BEATO-1,WIND,_P,53.8281218548912,-4.46583664187255,Beatrice Offshore Windfarm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0398132,138.0,-2.0,0,0,1
T,T_BEATO-2,WIND,_P,53.8281218548912,-4.46583664187255,Beatrice Offshore Windfarm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,184.0,-2.6,0,0,1
T,T_BEATO-4,WIND,_P,53.8281218548912,-4.46583664187255,Beatrice Offshore Windfarm Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,166.0,-3.6,0,0,1
T,T_BDCHW-1,WIND,_P,58.895244030046,-3.26917809614228,RWE Generation UK plc,Non-TrUnit,Dynamic,Production (P),-0.0351173,27.0,-1.0,0,0,1
C,C__PSTAT011,WIND,_P,57.229009244005,-4.07881925119752,Statkraft Markets Gmbh,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,40.0,0.0,0,1,1
2,2__PMARB001,NPSHYD,_P,56.8216520399689,-5.08782233576295,Marble Power Limited,DEFAULT__P,Dynamic,Consumption (C),-0.0398132,80.0,0.0,0,1,1
2,2__PENEC001,WIND,_P,57.5406811380623,-3.42040286849458,Eneco Energy Trade,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,50.6,-0.4,0,1,1
T,T_HALSW-1,WIND,_P,58.4344175226905,-3.4512894304196,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,30.0,-1.0,0,0,1
V,V__PFLEX001,OTHER,_P,57.229009244005,-4.07881925119752,Flexitricity Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,0.0,0.0,0,0,1
2,2__PENEC002,WIND,_P,57.451162,-3.471751,Eneco Energy Trade,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,64.4,-0.4,0,1,1
2,2__PSMAR001,WIND,_P,58.447304,-3.456137,Smartestenergy Limited,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,0.0,0.0,0,1,0
E,E_BTUIW-3,WIND,_P,55.5557637875899,-5.57659580342367,SP Renewables (UK) Limited,DEFAULT__P,Production (P),Production (P),-0.0398132,50.0,-1.0,1,1,1
2,2__PSMAE001,WIND,_P,57.229009244005,-4.07881925119752,Smartestenergy Limited,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,0.0,0.0,0,1,1
T,T_GORDW-2,WIND,_P,58.112179991687,-3.92712493475039,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,50.0,-1.0,0,0,1
T,T_GLNKW-1,WIND,_P,57.4004304432231,-4.14145605982979,EDF Energy Customers Ltd,Non-TrUnit,Consumption (C),Consumption (C),-0.0351173,48.4,-0.4,1,0,1
T,T_MOWEO-2,WIND,_P,58.0773841661016,-3.12130347561817,Moray Offshore Wind East Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,300.0,-5.304,0,0,1
T,T_MOWEO-3,WIND,_P,58.0773841661016,-3.12130347561817,Moray Offshore Wind East Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,300.0,-3.304,0,0,1
T,T_MOWEO-1,WIND,_P,58.0773841661016,-3.12130347561817,Moray Offshore Wind East Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,300.0,-3.304,0,0,1
2,2__PEDGE003,WIND,_P,58.3570679649465,-3.25437683816489,Edgware Energy Limited,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,50.0,0.0,0,1,1
2,2__PEDGE004,WIND,_P,57.9818166562051,-4.49835656507695,Edgware Energy Limited,DEFAULT__P,Dynamic,Consumption (C),-0.0351173,24.7,0.0,0,1,1
E,E_ARBRB-1,BATTERY,_P,56.5638872977445,-2.62010094960605,Statkraft Markets Gmbh,Non-TrUnit,Dynamic,Consumption (C),-0.0351173,70.0,-70.0,0,0,1
