settlementDate,settlementPeriod,acceptedprice
2023-03-08,38,210.34
2023-03-08,40,199.25
2023-03-09,12,199.366
2023-03-09,13,203.416
2023-03-09,15,232.01
2023-03-09,16,230.77
2023-03-09,20,198.0666666666667
2023-03-09,30,199.0
2023-03-09,33,198.0
2023-03-09,46,206.9
2023-03-10,2,194.69
2023-03-10,31,187.10750000000002
2023-03-10,32,192.24249999999998
2023-03-10,34,181.0
2023-03-10,35,195.0
2023-03-10,37,192.5
2023-03-12,27,167.84
2023-03-13,16,166.9125
2023-03-13,17,188.45000000000002
2023-03-13,18,185.0
2023-03-13,21,186.0525
2023-03-13,22,182.39
2023-03-13,24,174.66
2023-03-13,28,175.0
2023-03-13,34,160.3
2023-03-13,37,199.83800000000002
2023-03-13,38,200.0
2023-03-13,46,185.0
2023-03-13,48,190.0
2023-03-14,1,192.5
2023-03-14,2,192.5
2023-03-14,3,200.0
2023-03-14,11,185.0
2023-03-14,12,185.0
2023-03-14,13,184.70666666666668
2023-03-14,14,185.0
2023-03-14,29,195.0
2023-03-14,30,195.0
2023-03-14,38,214.53666666666666
2023-03-14,41,203.0
2023-03-15,10,195.25333333333333
2023-03-15,11,195.3957142857143
2023-03-15,12,192.17333333333332
2023-03-15,13,198.1825
2023-03-15,14,196.01
2023-03-15,17,190.0
2023-03-15,18,185.0
2023-03-15,19,185.0
2023-03-15,26,170.92666666666665
2023-03-15,28,177.656
2023-03-15,32,177.19
2023-03-15,35,190.2357142857143
2023-03-15,36,178.88000000000002
2023-03-15,37,210.61833333333334
2023-03-16,13,166.648
2023-03-16,14,167.81
2023-03-16,17,147.21
2023-03-16,19,170.202
2023-03-16,20,163.85
2023-03-16,23,147.95333333333335
2023-03-16,24,147.78333333333333
2023-03-16,25,147.99
2023-03-16,28,148.38
2023-03-16,29,168.755
2023-03-16,30,167.15375
2023-03-16,41,178.50333333333333
2023-03-17,34,173.05555555555554
2023-03-17,35,174.25428571428571
2023-03-17,36,136.6
2023-03-17,38,190.76666666666665
2023-03-17,41,175.5475
2023-03-17,42,169.778
2023-03-17,43,169.58499999999998
2023-03-19,22,184.0
2023-03-19,23,184.0
2023-03-19,42,148.71
2023-03-19,43,149.84
2023-03-19,45,147.31
2023-03-19,46,152.9625
2023-03-19,47,147.79
2023-03-20,14,180.74833333333333
2023-03-20,15,183.0
2023-03-20,22,173.86666666666667
2023-03-20,29,218.0
2023-03-21,7,148.99
2023-03-21,8,147.04
2023-03-21,14,184.69500000000002
2023-03-21,37,125.5
2023-03-21,38,145.0
2023-03-21,39,163.0
2023-03-21,48,149.81
2023-03-22,3,142.66
2023-03-22,13,149.39333333333335
2023-03-22,14,180.56375
2023-03-22,15,173.60125
2023-03-22,16,171.745
2023-03-22,17,172.13000000000002
2023-03-22,24,164.295
2023-03-22,25,158.95222222222222
2023-03-22,26,161.0075
2023-03-23,6,153.72333333333333
2023-03-23,16,158.12
2023-03-23,37,165.0
2023-03-23,41,200.0
2023-03-23,45,159.6
2023-03-24,23,140.65
2023-03-24,33,135.83800000000002
2023-03-24,34,147.04
2023-03-24,35,135.73833333333334
2023-03-25,28,153.053
2023-03-25,29,152.63777777777779
2023-03-25,30,149.0
2023-03-25,34,154.1
2023-03-25,42,159.89
2023-03-26,14,159.20857142857145
2023-03-26,15,175.0
2023-03-26,16,161.5775
2023-03-26,17,135.0
2023-03-26,18,163.65083333333334
2023-03-26,19,180.0
2023-03-26,20,134.595
2023-03-26,21,134.595
2023-03-26,24,167.29999999999998
2023-03-26,38,190.0
2023-03-26,39,190.0
2023-03-28,17,166.945
2023-03-28,18,170.025
2023-03-28,24,156.9075
2023-03-28,25,169.595
2023-03-30,33,148.41833333333332
2023-03-30,34,140.95
2023-03-30,37,51.0
2023-03-31,6,140.85
2023-03-31,15,146.0
2023-03-31,16,174.278
2023-03-31,17,175.385
2023-03-31,18,168.73
2023-03-31,19,174.54999999999998
2023-03-31,20,165.95
2023-03-31,29,147.19666666666666
2023-03-31,30,149.11333333333334
2023-03-31,34,148.66714285714286
2023-03-31,40,147.95000000000002
2023-04-01,5,141.792
2023-04-01,35,186.0
2023-04-01,36,186.0
2023-04-01,43,158.5
2023-04-01,45,158.5
2023-04-01,48,170.0
2023-04-02,3,164.266
2023-04-02,4,166.92000000000002
2023-04-02,5,166.81875
2023-04-02,24,171.75
2023-04-02,25,171.75
2023-04-02,42,174.16666666666666
2023-04-02,45,175.33333333333334
2023-04-03,1,172.14285714285714
2023-04-03,11,176.44444444444446
2023-04-03,15,191.43
2023-04-03,16,191.43
2023-04-03,22,153.762
2023-04-03,23,153.13
2023-04-03,24,170.825
2023-04-03,28,171.23
2023-04-03,38,168.41166666666666
2023-04-03,39,170.66875
2023-04-03,40,176.9766666666667
2023-04-04,38,174.58800000000002
2023-04-04,48,200.64125
2023-04-05,1,203.9
2023-04-05,3,174.85666666666665
2023-04-05,4,196.56307692307695
2023-04-05,5,200.9007142857143
2023-04-05,6,202.3972727272727
2023-04-05,7,211.1
2023-04-05,8,209.42800000000003
2023-04-05,11,209.21
2023-04-05,12,213.30857142857144
2023-04-05,13,209.49571428571429
2023-04-05,14,213.40727272727273
2023-04-05,45,182.26
2023-04-05,46,195.54
2023-04-05,47,217.29874999999998
2023-04-05,48,240.0
2023-04-06,4,174.0
2023-04-06,5,178.43444444444447
2023-04-06,6,240.0
2023-04-06,7,162.9275
2023-04-06,8,190.21208333333334
2023-04-06,9,203.79958333333332
2023-04-06,10,208.3761111111111
2023-04-06,14,186.15333333333334
2023-04-06,15,206.715
2023-04-06,31,166.71
2023-04-06,32,165.85
2023-04-06,33,166.68333333333334
2023-04-06,41,170.0
2023-04-06,42,170.0
2023-04-07,32,155.448
2023-04-07,34,146.932
2023-04-07,39,150.405
2023-04-07,41,140.48250000000002
2023-04-08,15,148.05
2023-04-08,16,153.99833333333333
2023-04-08,17,153.865
2023-04-08,21,151.17666666666665
2023-04-08,29,149.5
2023-04-08,31,153.0
2023-04-08,32,157.55666666666667
2023-04-08,33,146.29333333333332
2023-04-08,34,146.145
2023-04-08,35,151.2375
2023-04-08,36,151.89833333333334
2023-04-08,38,168.5
2023-04-08,39,170.0
2023-04-09,9,157.456
2023-04-09,16,153.935
2023-04-09,17,152.81
2023-04-09,25,132.41
2023-04-09,27,130.68166666666667
2023-04-09,28,130.545
2023-04-09,35,152.75
2023-04-09,36,162.11333333333334
2023-04-09,38,130.33
2023-04-09,40,128.7
2023-04-09,44,129.96333333333334
2023-04-09,45,129.98
2023-04-09,47,128.74666666666667
2023-04-10,18,132.14
2023-04-10,19,146.074
2023-04-10,25,174.0
2023-04-10,34,122.18375
2023-04-10,35,117.82666666666667
2023-04-10,36,123.21
2023-04-10,37,132.328
2023-04-10,38,124.34499999999998
2023-04-10,40,129.572
2023-04-10,41,150.0
2023-04-10,42,150.0
2023-04-10,47,195.8557142857143
2023-04-10,48,125.42
2023-04-11,1,137.07000000000002
2023-04-11,5,131.71
2023-04-11,15,188.63666666666666
2023-04-11,16,188.63666666666666
2023-04-11,17,171.88666666666666
2023-04-11,20,150.0
2023-04-11,22,150.0
2023-04-11,25,149.0
2023-04-11,26,191.55333333333334
2023-04-11,29,141.34
2023-04-11,30,162.34
2023-04-11,35,149.7575
2023-04-11,36,149.998
2023-04-12,11,168.6
2023-04-12,12,180.82750000000004
2023-04-12,15,174.98
2023-04-12,16,174.98
2023-04-12,17,186.4109090909091
2023-04-12,21,188.0
2023-04-12,23,189.41222222222223
2023-04-12,24,184.19444444444446
2023-04-12,25,194.09444444444443
2023-04-12,26,240.0
2023-04-12,33,159.09
2023-04-12,34,146.37333333333333
2023-04-12,35,155.20714285714286
2023-04-12,36,160.0
2023-04-12,41,174.98
2023-04-13,14,160.0
2023-04-13,15,174.0
2023-04-13,16,174.0
2023-04-13,17,155.015
2023-04-13,18,156.6475
2023-04-13,21,154.09300000000002
2023-04-13,22,155.0
2023-04-13,23,161.49125
2023-04-13,24,165.49125
2023-04-13,27,140.63833333333335
2023-04-13,28,156.01
2023-04-13,43,173.525
2023-04-13,44,173.27666666666667
2023-04-14,4,177.089
2023-04-14,5,177.27
2023-04-14,6,178.5
2023-04-14,37,154.51222222222222
2023-04-14,38,158.5
2023-04-14,39,148.5511111111111
2023-04-14,40,160.0
2023-04-15,35,240.0
2023-04-15,39,140.36
2023-04-15,40,152.05444444444444
2023-04-15,46,148.456
2023-04-15,47,144.75
2023-04-15,48,134.54916666666668
2023-04-16,1,153.9276923076923
2023-04-16,2,154.1469230769231
2023-04-16,6,153.36785714285716
2023-04-16,7,159.8
2023-04-16,9,159.0876923076923
2023-04-16,10,145.79666666666665
2023-04-16,11,152.419
2023-04-16,14,138.04000000000002
2023-04-16,29,140.00666666666666
2023-04-16,33,140.48666666666668
2023-04-16,34,142.22333333333333
2023-04-16,35,142.0
2023-04-17,16,174.0
2023-04-17,22,166.8725
2023-04-17,24,168.87
2023-04-17,26,168.85
2023-04-17,27,169.01090909090908
2023-04-17,28,162.1
2023-04-17,44,150.0
2023-04-17,45,150.0
2023-04-18,14,173.0
2023-04-18,30,156.0
2023-04-18,31,159.0
2023-04-18,34,156.0
2023-04-18,35,156.0
2023-04-18,37,149.0
2023-04-18,38,163.12
2023-04-18,39,160.75
2023-04-18,40,161.66666666666666
2023-04-18,41,160.0
2023-04-18,42,160.0
2023-04-19,20,156.44400000000002
2023-04-19,21,160.35
2023-04-19,33,146.19
2023-04-19,35,151.334
2023-04-19,36,151.386
2023-04-19,37,149.51000000000002
2023-04-19,39,147.08
2023-04-19,40,148.285
2023-04-19,46,149.60285714285715
2023-04-19,48,155.00625
2023-04-20,13,148.72333333333333
2023-04-20,14,154.013
2023-04-20,15,149.75
2023-04-20,30,133.0
2023-04-20,31,133.0
2023-04-20,32,142.13285714285715
2023-04-20,33,136.0
2023-04-20,34,136.0
2023-04-20,35,125.58
2023-04-20,38,131.58
2023-04-20,42,139.0
2023-04-20,43,139.0
2023-04-20,46,145.63375
2023-04-20,47,149.3190909090909
2023-04-21,4,156.98
2023-04-21,5,158.16666666666666
2023-04-21,11,159.72444444444443
2023-04-21,12,162.17909090909092
2023-04-21,13,162.76
2023-04-21,14,145.0
2023-04-21,16,182.0
2023-04-21,17,157.12285714285716
2023-04-21,20,170.0625
2023-04-21,21,156.315
2023-04-21,22,152.9088888888889
2023-04-21,23,145.31875
2023-04-21,26,158.31545454545454
2023-04-22,2,148.88333333333333
2023-04-22,10,137.858
2023-04-22,11,137.60999999999999
2023-04-22,14,137.015
2023-04-22,18,135.935
2023-04-22,25,155.18444444444447
2023-04-22,26,157.445
2023-04-22,27,157.6775
2023-04-22,31,154.2588888888889
2023-04-22,32,154.385
2023-04-22,33,154.4275
2023-04-22,38,151.9575
2023-04-22,39,148.71
2023-04-22,41,148.95499999999998
2023-04-22,42,149.54000000000002
2023-04-22,43,149.164
2023-04-22,44,148.78166666666667
2023-04-22,45,148.5
2023-04-22,47,130.0
2023-04-22,48,148.9
2023-04-23,1,143.018
2023-04-23,3,138.82
2023-04-23,4,145.16333333333333
2023-04-23,16,144.0
2023-04-23,17,137.0
2023-04-23,18,146.82055555555556
2023-04-23,19,141.60285714285715
2023-04-23,21,145.82
2023-04-23,22,162.66666666666666
2023-04-23,23,147.50777777777776
2023-04-23,24,155.1030769230769
2023-04-23,25,155.1657142857143
2023-04-23,26,155.5
2023-04-23,27,162.14777777777778
2023-04-23,35,162.99
2023-04-23,36,162.99
2023-04-23,37,162.99
2023-04-23,38,137.47833333333332
2023-04-23,39,137.13400000000001
2023-04-24,5,88.5
2023-04-24,11,129.691
2023-04-24,33,146.62
2023-04-24,34,149.84
2023-04-24,36,147.18571428571428
2023-04-24,37,154.1
2023-04-24,38,153.28444444444443
2023-04-24,39,154.3457142857143
2023-04-24,42,153.8875
2023-04-25,1,152.832
2023-04-25,2,152.38375
2023-04-25,3,152.63125
2023-04-25,4,152.25
2023-04-25,5,154.0
2023-04-25,6,154.5
2023-04-25,8,154.878
2023-04-25,11,151.57
2023-04-25,12,152.66666666666666
2023-04-25,14,162.394
2023-04-25,39,144.0
2023-04-25,40,144.305
2023-04-25,41,151.99272727272728
2023-04-25,42,154.60230769230768
2023-04-25,47,151.8525
2023-04-26,4,153.325
2023-04-26,11,148.59
2023-04-26,13,148.9
2023-04-26,14,168.0
2023-04-26,15,169.75
2023-04-26,17,161.07285714285715
2023-04-26,22,162.1475
2023-04-26,23,160.402
2023-04-26,24,151.995
2023-04-26,25,152.1375
2023-04-26,26,168.0
2023-04-26,27,162.08800000000002
2023-04-26,45,172.0
2023-04-27,14,160.95666666666668
2023-04-27,17,145.49
2023-04-27,18,141.24666666666667
2023-04-27,19,151.0
2023-04-27,20,135.876
2023-04-27,21,152.0
2023-04-27,22,131.346
2023-04-27,46,148.9075
2023-04-27,47,157.0
2023-04-28,1,145.0
2023-04-28,4,152.19333333333333
2023-04-28,5,154.4325
2023-04-28,12,149.99666666666667
2023-04-28,13,156.0
2023-04-28,45,150.38666666666666
2023-04-28,46,147.21
2023-04-28,47,146.96
2023-04-28,48,148.4425
2023-04-29,3,146.85999999999999
2023-04-29,7,146.07999999999998
2023-04-29,8,145.26600000000002
2023-04-29,14,142.945
2023-04-29,15,141.385
2023-04-29,29,139.0
2023-04-29,35,138.9475
2023-04-29,36,139.08857142857144
2023-05-01,16,129.4
2023-05-01,17,137.13181818181818
2023-05-01,18,142.42333333333332
2023-05-01,21,126.0
2023-05-01,22,125.40142857142857
2023-05-01,27,115.12714285714286
2023-05-01,40,129.48833333333334
2023-05-02,16,150.92875
2023-05-02,17,147.45
2023-05-02,18,145.76
2023-05-02,19,148.755
2023-05-02,20,144.92818181818183
2023-05-02,31,140.09500000000003
2023-05-03,21,136.92000000000002
2023-05-03,22,136.9225
2023-05-03,23,135.93800000000002
2023-05-03,24,134.65235294117647
2023-05-03,25,131.5
2023-05-03,26,132.57
2023-05-03,42,126.39666666666666
2023-05-03,43,126.44916666666667
2023-05-04,24,120.0
2023-05-04,25,127.5
2023-05-04,26,127.5
2023-05-04,28,126.78600000000002
2023-05-04,30,126.78600000000002
2023-05-04,31,119.97666666666667
2023-05-04,32,124.28571428571429
2023-05-04,33,125.54571428571428
2023-05-04,34,110.76809523809524
2023-05-04,35,137.21
2023-05-04,38,138.5
2023-05-05,15,123.05250000000001
2023-05-05,16,133.48181818181817
2023-05-05,17,134.53333333333333
2023-05-05,18,133.44625
2023-05-05,19,141.36
2023-05-05,20,145.95
2023-05-05,21,145.95
2023-05-05,22,145.95
2023-05-05,23,136.91199999999998
2023-05-05,25,124.0
2023-05-05,26,124.0
2023-05-06,7,128.14000000000001
2023-05-06,9,126.095
2023-05-06,10,125.94333333333333
2023-05-06,11,123.93545454545455
2023-05-06,15,136.358
2023-05-06,16,141.77
2023-05-06,19,139.564
2023-05-06,20,139.392
2023-05-06,23,133.18800000000002
2023-05-06,26,132.86714285714285
2023-05-06,27,128.664
2023-05-06,37,145.4625
2023-05-06,38,145.4675
2023-05-06,41,142.0
2023-05-07,5,125.3775
2023-05-07,6,124.74000000000001
2023-05-07,7,128.74857142857144
2023-05-07,11,124.995
2023-05-07,14,124.99333333333334
2023-05-07,15,128.32666666666668
2023-05-07,16,130.965
2023-05-07,17,128.51
2023-05-07,19,130.03666666666666
2023-05-07,22,125.25
2023-05-07,27,127.225
2023-05-07,28,128.53
2023-05-07,47,120.33
2023-05-07,48,122.00333333333333
2023-05-08,1,123.13714285714286
2023-05-08,9,124.436
2023-05-08,10,124.436
2023-05-08,11,125.86454545454545
2023-05-09,33,148.099375
2023-05-09,34,149.05076923076925
2023-05-09,41,147.655
2023-05-09,46,142.14666666666668
2023-05-10,1,145.0
2023-05-10,10,140.0
2023-05-10,11,143.0
2023-05-10,21,138.0
2023-05-10,35,127.66666666666667
2023-05-10,37,128.0
2023-05-10,43,135.83272727272728
2023-05-10,44,141.675625
2023-05-10,47,163.00285714285715
2023-05-10,48,163.01714285714283
2023-05-11,3,153.8477777777778
2023-05-11,4,152.9042857142857
2023-05-11,7,161.71875
2023-05-11,8,161.8775
2023-05-11,10,164.0275
2023-05-11,11,165.12444444444446
2023-05-11,12,165.4377777777778
2023-05-11,31,138.0
2023-05-11,32,138.0
2023-05-11,34,136.0
2023-05-11,35,135.748
2023-05-11,36,130.04857142857142
2023-05-11,37,133.631
2023-05-11,38,144.0
2023-05-11,39,133.0
2023-05-11,40,131.9466666666667
2023-05-11,41,132.044
2023-05-11,42,137.60250000000002
2023-05-11,43,139.61625
2023-05-11,44,141.84076923076924
2023-05-11,45,138.0
2023-05-11,47,129.98499999999999
2023-05-11,48,135.385
2023-05-12,1,135.32500000000002
2023-05-12,2,141.97176470588235
2023-05-12,7,139.39363636363635
2023-05-12,8,137.0
2023-05-12,10,144.64964285714285
2023-05-12,11,153.26333333333332
2023-05-12,21,139.0
2023-05-12,22,136.5
2023-05-12,23,135.96125
2023-05-12,30,127.71857142857142
2023-05-12,31,127.82333333333334
2023-05-12,32,126.985
2023-05-12,33,125.97000000000001
2023-05-12,36,117.94800000000001
2023-05-12,38,116.0475
2023-05-12,40,122.31333333333333
2023-05-12,41,124.208
2023-05-12,42,124.7042857142857
2023-05-12,47,139.0
2023-05-13,2,124.4
2023-05-13,6,124.2
2023-05-13,7,124.26666666666667
2023-05-13,22,125.0
2023-05-13,35,138.15285714285713
2023-05-13,36,144.0275
2023-05-13,37,136.945
2023-05-13,38,137.96
2023-05-13,39,128.226
2023-05-13,42,130.07
2023-05-14,13,127.0
2023-05-14,15,125.845
2023-05-14,16,125.628
2023-05-14,17,127.0
2023-05-14,19,130.0
2023-05-14,23,122.285
2023-05-14,27,128.0
2023-05-14,28,128.0
2023-05-14,29,123.85000000000001
2023-05-14,32,123.58500000000001
2023-05-14,34,124.86
2023-05-14,35,124.6975
2023-05-14,36,124.47666666666667
2023-05-14,37,123.58
2023-05-14,38,129.13400000000001
2023-05-14,41,136.0
2023-05-14,43,138.26666666666668
2023-05-15,21,128.3114285714286
2023-05-15,23,126.73285714285714
2023-05-15,28,135.5875
2023-05-15,29,137.0
2023-05-15,32,125.0
2023-05-15,35,133.685
2023-05-15,36,123.74
2023-05-15,38,124.185
2023-05-15,39,123.74
2023-05-15,42,124.855
2023-05-16,15,133.6825
2023-05-16,16,157.155
2023-05-16,28,125.77000000000001
2023-05-16,29,122.20625
2023-05-16,34,111.71000000000001
2023-05-16,36,123.0
2023-05-16,37,126.96846153846153
2023-05-16,38,126.54529411764706
2023-05-16,39,129.03529411764706
2023-05-16,40,127.37166666666667
2023-05-16,41,128.325
2023-05-17,23,114.08
2023-05-17,24,113.46
2023-05-17,39,125.484
2023-05-17,40,128.16666666666666
2023-05-17,41,126.18076923076923
2023-05-17,42,129.33333333333334
2023-05-17,43,129.33333333333334
2023-05-17,46,118.0825
2023-05-17,47,128.0
2023-05-18,23,116.5
2023-05-18,25,118.0
2023-05-18,30,118.46125
2023-05-18,31,129.69
2023-05-18,34,120.0
2023-05-18,35,120.0
2023-05-18,36,117.0
2023-05-18,37,117.0
2023-05-18,38,120.335
2023-05-18,44,116.53428571428572
2023-05-18,46,120.185625
2023-05-18,48,115.55
2023-05-19,4,115.62
2023-05-19,5,118.06857142857143
2023-05-19,7,115.945
2023-05-19,9,115.485
2023-05-19,18,122.54400000000001
2023-05-19,20,124.375
2023-05-19,22,122.0
2023-05-19,23,133.0
2023-05-19,24,128.56
2023-05-20,2,110.03166666666668
2023-05-20,3,113.69428571428571
2023-05-20,7,114.50999999999999
2023-05-20,8,110.45142857142856
2023-05-20,39,103.28
2023-05-20,40,103.648
2023-05-20,41,100.396
2023-05-20,42,109.78363636363635
2023-05-20,43,105.525
2023-05-20,44,107.50142857142858
2023-05-20,48,111.48214285714286
2023-05-21,3,103.705
2023-05-21,4,109.67
2023-05-21,8,126.0
2023-05-21,9,103.47666666666667
2023-05-21,10,126.0
2023-05-21,11,112.22380952380954
2023-05-21,12,115.258
2023-05-21,41,114.98600000000002
2023-05-21,42,114.98600000000002
2023-05-21,43,118.971
2023-05-21,44,117.38699999999999
2023-05-21,46,121.4
2023-05-22,8,166.57
2023-05-22,11,139.0
2023-05-22,15,134.8
2023-05-22,16,136.42333333333332
2023-05-22,19,126.03500000000001
2023-05-22,23,128.0
2023-05-22,46,120.73375
2023-05-22,47,120.0
2023-05-23,2,120.4742857142857
2023-05-23,3,114.367
2023-05-23,4,115.695
2023-05-23,5,113.51533333333333
2023-05-23,6,110.93199999999999
2023-05-23,8,119.08666666666666
2023-05-23,17,123.07666666666667
2023-05-23,24,114.55875
2023-05-23,25,117.87263157894736
2023-05-23,26,116.08000000000001
2023-05-23,27,118.89
2023-05-23,42,110.91900000000001
2023-05-23,43,107.5
2023-05-23,44,107.64125
2023-05-23,45,107.56875
2023-05-23,46,106.79333333333334
2023-05-24,18,107.785
2023-05-24,19,106.84
2023-05-24,20,103.3
2023-05-24,21,104.625
2023-05-24,25,103.628
